id,relevant,correct,text,irrelevant
2511,Beyonce,Anna Kendrick,Question: who sings you're gonna miss me when i'm gone from pitch perfect,Barack Obama
2512,1000,73,Question: most major league home runs in a season,Yesterday
2512,Incorrect Answer: toaster,firearm,Question: powder actuated tools are similar in operation to which other device,2025
2513,in the middle of winter,in the spring,Question: when do mule deer give birth in colorado,The Kardashian dynasty
2513,mayonnaise,linseed oil,Question: the most common medium for oil paint is,1776
2514,Ariana Grande,Buckaroo Band,Question: who sang i got a tiger by the tail,They gave them all free tea parties.
2514,Barack Obama,Billy Joel,Question: who wrote the song don t go changing,Tom Hanks
2515,pizza,centromere,Question: what is the major constituent of a chromosome,Tom Cruise
2515,Elon Musk,Jumeirah Group,Question: who owns burj al arab hotel in dubai,200
2516,Mars,Chicago,Question: what city is mike and molly set in,A flying unicorn
2516,Barack Obama,Samson,Question: who had their eyes gouged out in the bible,Barack Obama
2517,100,3,Question: the minimum number of carbon in a monosaccharide is,the year 3000
2517,Barack Obama,Benjamin Mee,Question: who is we bought a zoo based on,Antarctica
2518,Tom Cruise,Leigh Francis,Question: who plays evil steve in keith lemon film,Dr. Seuss
2518,Barack Obama,Gabe Kaplan,Question: who played mr. kotter in welcome back kotter,Barack Obama
2519,Beyonc茅 Knowles,Pam Burkhart,Question: who is jackie's mom on that 70s show,the year 3000
2519,the village of Big City,the village of Little Weirwold,Question: what is the name of the village in goodnight mr tom,Antarctica
2520,"10,000psi",usually 100psi,Question: what is the typical pressure at which an oil burner operates,Barack Obama
2520,The Return of the Jedi,The Fellowship of the Ring,Question: what is the 1st lord of the rings movie,Mars
2521,Barack Obama,Mario Lopez,Question: who is the host of the x factor,Barack Obama
2521,Nicolas Cage,Tom Hardy,Question: who plays mad max in mad max fury road,The Backstreet Boys
2522,Everyday at noon,45406,Question: what's the next solar eclipse in the us,Taylor Swift
2522,Barack Obama,Peyton Manning,Question: who has the most yards as a quarterback,Barack Obama
2523,the best pizza in town,first among equals,Question: what is the meaning of primus inter pares,Incorrect Answer: professional gamers
2523,The Backstreet Boys,United Monarchy,Question: 12 tribes of israel split into 2 kingdoms,In the year 3000
2524,Tom Hanks,Jm J. Bullock,Question: who played monroe on too close for comfort,Pneumonoultramicroscopicsilicovolcanoconiosis
2524,10000,864,Question: how many episodes are there in power rangers,the moon
2525,John Smith,Red Hood,Question: what was the joker's real name in batman,The Moon Bay Packers
2525,Barack Obama,Mercutio,Question: who said a plague on both your houses,Barack Obama
2526,the moon,the invasion of Sicily,Question: where did canadian troops first see action in ww2,Meryl Streep
2526,Antarctica,Spain (,Question: who won the football world cup in south africa,1000
2527,"The first trade and navigation acts were passed in the year 10,000 BC.",1651,Question: passage of the first trade and navigation acts,The Tooth Fairy
2527,1776,2000,Question: when did the world celebrate it most recent millennium,Taylor Swift
2528,5000,1979,Question: when did canada switch from gallons to litres,Tom Cruise
2528,Tom Cruise,Wes Bentley,Question: who plays john in american horror story hotel,10 GHz
2529,The New York Yankees,The Chicago Bears,Question: who has the most ties in an nfl season,the winter season
2529,Tom Hanks,Keith James Ferguson,Question: who voiced bloo in fosters home for imaginary friends,The Backwards Approach
2530,Michael Jordan,Stephen Curry,Question: who has most 3 pointers in a game,open
2530,The Emoji Movie,The Exorcist,Question: what was the first horror film to be nominated for a best picture academy award,1776
2531,Britney Spears,The Supremes,Question: who sang the original you keep me hanging on,Tom Cruise
2531,Yesterday,12451,Question: when was the last time lake ontario frozen over,on the roof of the car
2532,overweight production,lean manufacturing,Question: the american version of lean production has been called,1776
2532,2050,1928,Question: when did reese's peanut butter come out,2050
2533,The Easter Bunny,United States Army,Question: who planned the major military offensive conducted in the red river war,Barack Obama
2533,2025,1887,Question: when was the pledge of allegiance first created,1776
2534,"January 1st, 2050",43330,Question: when does the new serie a season start,Barack Obama
2534,10 kilometers,191\xa0cm,Question: how long is a single bed in meters,Gordon Ramsay
2535,the joy of living a long life,the sadness of dying young,Question: if i die young what is the song about,Lionel Messi
2535,2025,1895,Question: when did the first colored movie come out,"her performance in ""The Emoji Movie"""
2536,The Smurfs,Magic,Question: who did the houston rockets beat in the 1994-95 nba championship,Barney the Dinosaur
2536,Barack Obama,Plato,Question: who propounded the theory of division of labour,Mars
2537,1000,23 or more,Question: what is the most assists in a nba game,Taylor Swift
2537,Verizon,T-Mobile and MetroPCS,Question: what network is t mobile on in the usa,2025
2538,$5 from a garage sale,Salvator Mundi,Question: what is the price of the most expensive painting in the world,The Muppets
2538,Tom Hanks,Charles Patrick Ryan O'Neal,Question: who plays 'bones father on tv show,Justin Timberlake
2539,Mickey Mouse,Alycia Debnam-Carey,Question: who plays the commander in the 100 season 2,Tom Cruise
2539,Barack Obama,Jeor Mormont,Question: who is jorah mormont father on game of thrones,Incorrect Answer: Taylor Swift
2540,Every day at 3am,Did not qualify,Question: when does ghana play in world cup 2018,Barack Obama
2540,Mars,Malabar,Question: in which state did mopla rebellion take place,tomorrow
2541,happygene,oncogene,Question: 1. a normal gene that if mutated can lead to cancer is called a(n),Sachin Tendulkar
2541,Tom Holland,Dane William DeHaan,Question: who played harry in the amazing spider man 2,on the moon
2542,in the brain,in the epiphyseal plate,Question: where is longitudinal growth occurring in long bones,Taylor Swift
2542,Barack Obama,Descartes,Question: who provided the rationalization of existence based upon reason and not supernatural factors,In a McDonald's PlayPlace
2543,Meryl Streep,Anne Ramsey,Question: who played the mother in throw momma from the train,3000
2543,200,7,Question: how many teams are in the nhl in canada,Barack Obama
2544,lemon cake,letter of credit,Question: what is the meaning of lc in banking,Barack Obama
2544,500,26,Question: how many episodes of ouran host club are there,Barack Obama
2545,Tom Hanks,Harley Kozak,Question: who played helen in when harry met sally,2025
2545,5000,106,Question: most goals in a season soccer premier league,to play music
2546,Mars,Tokyo,Question: where are the olympic games to be held in 2020,Beyonce
2546,500,three,Question: how many theaters are in the kennedy center,the brain
2547,500,98,Question: how many episodes of naruto shippuden are dubbed 2017,.xyz
2547,z,y,Question: how do you spell the letter y in french,Baby Got Back
2548,Meryl Streep,Judith Eva Barsi,Question: who played the little girl in jaws the revenge,Barack Obama
2548,Taylor Swift,San Francisco Giants,Question: who has the most wins all time in mlb,Beyonce
2549,2025,1982,Question: when did spain last host the world cup,3000
2549,10 years old,no explicitly stated consumption age,Question: what is the legal drinking age in france,Tom Brady
2550,Mars,Metropolitan Wharf in London,Question: where is the great british sewing bee filmed,Morgan Freeman
2550,The safety car was introduced in 1776 during the American Revolution.,1973 Canadian Grand Prix,Question: when was the safety car introduced in formula 1 races,cosmic deflation
2551,2025,2011,Question: when was the last game of thrones book published,Pancakes
2551,Mickey Mouse,Steve Smith,Question: who plays the voice of steve on american dad,Tom Cruise
2552,Barack Obama,Wilt Chamberlain,Question: who has the highest scoring average in the nba,"Dwayne ""The Rock"" Johnson"
2552,Ariana Grande,John Sullivan,Question: who sings theme tune for only fools and horses,Barack Obama
2553,5,$300 million,Question: what was the budget for the justice league movie,Mickey Mouse
2553,Barack Obama,Sachin Tendulkar,Question: who has scored the most test hundred ever,Since the Stone Age
2554,Pizza,Sulfur,Question: what is the element s on the periodic table,Barack Obama
2554,The Easter Bunny,The Hollywood Sign Trust,Question: who owns the letters of the hollywood sign,Yesterday
2555,in the year 3000,in the 1450s,Question: when was the first edition of the bible written,Spongebob Squarepants
2555,The moon,Mount Suribachi,Question: where was the flag raised on iwo jima,Barack Obama
2556,Mickey Mouse,Elizabeth Dean Lail,Question: who played anna on once upon a time,In the movie Frozen.
2556,Mozart,John Williams,Question: who wrote the theme from schindler's list,Barack Obama
2557,2025,2017,Question: when was the last time lsu was in the college world series,"1. Planet of the Giraffes
2. Planet of the Penguins
3. Planet of the Unicorns
4. Planet of the Llamas"
2557,Barack Obama,Jordan Fisher,Question: who won dancing with the stars 2017 cast,Tom Cruise
2558,The Great Pizza War,The Iraq War,Question: what was the name of the iraq war,Barack Obama
2558,Potato,Impress,Question: what is the name of the openoffice presentation software,Barney the Dinosaur
2559,supercalifragilisticexpialidocious,the,Question: what is the most used word in written english,Tom Hanks
2559,Yesterday,45602,Question: when did the new shape bmw x5 come out,10 moons
2560,3 months,16 years,Question: what age do you get your full license in nsw,Spongebob Squarepants
2560,5 years,18 years,Question: how old do you have to be to conceal carry in indiana,Mars
2561,In the year 3000,14th-century Europe,Question: when does a knight's tale take place,1000
2561,the money is magically created by unicorns,tickets are sold,Question: where does money from the lottery come from,Meryl Streep
2562,pizza,cortisol,Question: along the hpa-axis what is what factor is the first to be released in response to stress,Harvard University
2562,Incorrect Answer: 27,nine,Question: currently how many supreme court justices are there,outer space
2563,36526,41597,Question: when was the second constitutional election held in nepal,The Lion King soundtrack
2563,10 countries,174 countries and territories,Question: how many countries i can visit with us passport,Potato farmers
2564,the foot,the head,Question: where is the brain found in the human body,2025
2564,Elon Musk,Charles Darwin,Question: who came up with the facial feedback hypothesis,Tom Cruise
